label,scenario,rep,http_status,incomplete,first_skill,skills_loaded,tool_calls,api_calls,input_tokens,cache_read_tokens,output_tokens,wall_seconds
scoped-all-grown,hpa,1,200,False,gke-workload-scaling,gke-workload-scaling,skill_view terminal terminal kanban_heartbeat terminal,6,12056,174260,1323,133.4
scoped-all-grown,hpa,2,200,False,gke-workload-scaling,gke-workload-scaling,skill_view terminal terminal kanban_block terminal terminal terminal kanban_complete terminal,10,24162,289412,1319,38.99
scoped-all-grown,hpa,3,200,False,gke-workload-scaling,gke-workload-scaling submit-suggestion,skill_view skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,63359,288646,1447,120.38
scoped-all-grown,https-gateway,1,200,False,gke-service-networking,gke-service-networking,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,39097,276246,572,126.26
scoped-all-grown,https-gateway,2,200,False,gke-service-networking,gke-service-networking,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,32635,276246,815,55.32
scoped-all-grown,https-gateway,3,200,False,gke-service-networking,gke-service-networking,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,27811,276366,656,62.26
scoped-all-grown,inspect-repo,1,200,False,,,terminal terminal terminal terminal web_search execute_code web_search web_search web_search web_search,10,21069,289304,1716,347.68
scoped-all-grown,inspect-repo,2,200,False,,,terminal terminal terminal execute_code terminal tool_search web_search web_search terminal terminal,10,22518,289304,1932,475.61
scoped-all-grown,inspect-repo,3,200,False,inspect-repository,inspect-repository,terminal skill_view terminal terminal terminal terminal terminal terminal terminal terminal,10,25180,289304,1077,93.86
scoped-all-grown,manifest-go-api,1,200,False,gke-manifest-generation,gke-manifest-generation gke-manifest-generation,skill_view skill_view terminal process terminal kanban_list,7,36331,203142,3410,69.89
scoped-all-grown,manifest-go-api,2,200,False,gke-manifest-generation,gke-manifest-generation gke-manifest-generation,skill_view skill_view terminal,4,15675,116778,3582,41.05
scoped-all-grown,manifest-go-api,3,200,False,gke-manifest-generation,gke-manifest-generation gke-manifest-generation,skill_view skill_view terminal terminal terminal terminal terminal terminal terminal terminal,10,50656,289626,1759,146.15
scoped-all-grown,namespace-cost,1,200,False,gke-cost-analysis,gke-cost-analysis,skill_view kanban_list terminal terminal terminal terminal terminal terminal terminal terminal,10,38003,289664,792,93.17
scoped-all-grown,namespace-cost,2,200,False,gke-cost-analysis,gke-cost-analysis,skill_view kanban_list terminal terminal terminal terminal terminal terminal terminal terminal,10,31756,289664,633,81.65
scoped-all-grown,namespace-cost,3,200,False,gke-cost-analysis,gke-cost-analysis,skill_view kanban_list terminal terminal terminal terminal terminal terminal terminal terminal,10,34718,289664,653,72.21
scoped-all-grown,nodepool-no-scaleup,1,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,15565,289764,1559,95.27
scoped-all-grown,nodepool-no-scaleup,2,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,22991,289764,1185,64.87
scoped-all-grown,nodepool-no-scaleup,3,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,152777,289764,1602,99.54
scoped-all-grown,pdb-probes,1,200,False,gke-reliability,gke-reliability,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,32800,289566,865,72.49
scoped-all-grown,pdb-probes,2,200,False,gke-reliability,gke-reliability,skill_view terminal terminal terminal terminal kanban_heartbeat terminal,7,19398,202359,2111,49.13
scoped-all-grown,pdb-probes,3,200,False,gke-reliability,gke-reliability,skill_view execute_code execute_code execute_code kanban_heartbeat terminal tool_search execute_code execute_code,9,30954,260043,3771,98.48
scoped-all-grown,pod-403-gcs,1,200,False,gke-workload-identity,gke-workload-identity,skill_view terminal terminal terminal terminal terminal terminal terminal terminal,10,59476,290688,3716,340.44
scoped-all-grown,pod-403-gcs,2,200,False,gke-workload-identity,gke-workload-identity,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,55826,290688,632,55.3
scoped-all-grown,pod-403-gcs,3,200,False,gke-workload-identity,gke-workload-identity,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,55483,290808,806,77.45
scoped-all-grown,pod-ip-exhaustion,1,200,False,gke-networking,gke-networking,skill_view tool_search tool_describe terminal terminal terminal terminal terminal tool_call terminal terminal terminal,10,41654,289593,1029,248.34
scoped-all-grown,pod-ip-exhaustion,2,200,False,gke-networking,gke-networking,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal kanban_heartbeat,10,41488,289593,710,97.48
scoped-all-grown,pod-ip-exhaustion,3,200,False,gke-networking,gke-networking,skill_view terminal terminal terminal terminal terminal terminal terminal terminal tool_search tool_describe,10,42675,289713,873,151.09
scoped-all-grown,prometheus-alerts,1,200,False,gke-observability,gke-observability gke-alert-configuration,skill_view skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,85206,288845,790,107.51
scoped-all-grown,prometheus-alerts,2,200,False,gke-observability,gke-observability gke-alert-configuration,skill_view skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal kanban_complete terminal,10,86614,288845,1424,74.75
scoped-all-grown,prometheus-alerts,3,200,False,gke-observability,gke-observability gke-alert-configuration gke-alert-configuration,skill_view skill_view terminal skill_view terminal terminal terminal terminal terminal terminal,10,95650,289930,2519,95.65
scoped-all-grown,pvc-pending,1,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,14619,290520,1393,165.03
scoped-all-grown,pvc-pending,2,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,15945,290520,1464,178.73
scoped-all-grown,pvc-pending,3,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,17187,290520,770,66.95
scoped-all-grown,tpu-vbar,1,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,34055,289810,692,94.53
scoped-all-grown,tpu-vbar,2,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,30843,289810,946,80.71
scoped-all-grown,tpu-vbar,3,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,32841,289930,1492,145.8
scoped-all-grown,upgrade-plan,1,200,False,gke-upgrades,gke-upgrades,skill_view terminal terminal terminal kanban_heartbeat terminal terminal terminal terminal terminal,10,105371,289816,931,170.09
scoped-all-grown,upgrade-plan,2,200,False,gke-upgrades,gke-upgrades,terminal skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,96558,288848,1621,91.62
scoped-all-grown,upgrade-plan,3,200,False,gke-upgrades,gke-upgrades,skill_view terminal terminal terminal kanban_block kanban_list terminal,7,39434,202568,3730,71.84
scoped-all-grown,vllm-l4,1,200,False,gke-inference,gke-inference,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,33690,289526,877,93.85
scoped-all-grown,vllm-l4,2,200,False,gke-inference,gke-inference gke-manifest-generation,skill_view skill_view terminal terminal terminal terminal terminal,6,34954,173551,2121,60.13
scoped-all-grown,vllm-l4,3,200,False,gke-inference,gke-inference,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,32839,289526,480,174.44
