label,scenario,rep,http_status,incomplete,first_skill,skills_loaded,tool_calls,api_calls,input_tokens,cache_read_tokens,output_tokens,wall_seconds
scoped-all-grown,pod-403-gcs,2,200,False,gke-workload-identity,gke-workload-identity,skill_view terminal terminal terminal terminal,5,25479,153923,816,60.75
scoped-all-grown,pod-403-gcs,3,200,False,gke-workload-identity,gke-workload-identity,skill_view terminal terminal terminal terminal,5,25327,153978,1394,68.21
scoped-all-grown,pod-ip-exhaustion,1,200,False,gke-networking,gke-networking,skill_view tool_call terminal terminal terminal terminal terminal terminal,9,46176,275138,4344,102.12
scoped-all-grown,pod-ip-exhaustion,2,200,False,gke-networking,gke-networking,skill_view tool_call tool_call,3,6985,93101,717,66.39
scoped-all-grown,pod-ip-exhaustion,3,200,False,gke-networking,gke-networking,skill_view execute_code tool_describe tool_describe tool_search,5,12607,153886,1022,65.17
scoped-all-grown,prometheus-alerts,1,200,False,gke-observability,gke-observability gke-alert-configuration,skill_view terminal terminal skill_view terminal terminal terminal search_files terminal terminal,10,76823,304670,1732,166.48
scoped-all-grown,prometheus-alerts,2,200,False,gke-observability,gke-observability gke-alert-configuration,tool_search skill_view skill_view search_files terminal terminal terminal terminal terminal terminal terminal,10,91782,304840,2900,124.77
scoped-all-grown,prometheus-alerts,3,200,False,gke-observability,gke-observability gke-alert-configuration,skill_view skill_view,1,2,31267,561,29.76
scoped-all-grown,pvc-pending,1,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,21847,305410,1926,108.75
scoped-all-grown,pvc-pending,2,200,False,,,terminal terminal terminal terminal terminal terminal terminal tool_search terminal terminal,10,16646,305410,1570,182.26
scoped-all-grown,pvc-pending,3,200,False,,,terminal terminal terminal,3,1428,93025,951,66.2
scoped-all-grown,tpu-vbar,1,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom gke-ai-troubleshooting-tpu-vbar-oom,skill_view skill_view terminal search_files terminal terminal terminal terminal terminal terminal,10,45894,304670,1371,198.33
scoped-all-grown,tpu-vbar,2,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,53613,304840,1066,233.55
scoped-all-grown,tpu-vbar,3,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom gke-ai-troubleshooting-tpu-vbar-oom,skill_view skill_view terminal terminal terminal terminal,6,18867,183742,1002,62.82
scoped-all-grown,upgrade-plan,1,200,False,gke-upgrades,gke-upgrades fleet-upgrade-verification,skill_view skill_view terminal terminal terminal search_files terminal terminal terminal read_file terminal,10,121196,303708,3789,99.73
scoped-all-grown,upgrade-plan,2,200,False,gke-upgrades,gke-upgrades,skill_view terminal terminal terminal search_files,5,24775,153391,1406,64.83
scoped-all-grown,upgrade-plan,3,200,False,gke-upgrades,gke-upgrades,skill_view terminal,2,5111,62540,666,33.6
scoped-all-grown,vllm-l4,1,200,False,gke-inference,gke-inference,skill_view terminal terminal tool_search tool_describe terminal tool_call terminal terminal terminal,10,58181,304386,1241,49.65
scoped-all-grown,vllm-l4,2,200,False,gke-inference,gke-inference,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,36869,304556,1612,84.94
scoped-all-grown,vllm-l4,3,200,False,gke-inference,gke-inference,skill_view terminal terminal terminal terminal terminal terminal terminal,8,29799,244062,1624,64.29
